orderId,orderDate,orderCustomerId,orderStatus
1,2013-07-25 00:00:00.0,11599,CLOSED
2,2013-07-25 00:00:00.0,256,PENDING_PAYMENT
3,2013-07-25 00:00:00.0,12111,COMPLETE
4,2013-07-25 00:00:00.0,8827,CLOSED
5,2013-07-25 00:00:00.0,11318,COMPLETE
6,2013-07-25 00:00:00.0,7130,COMPLETE
7,2013-07-25 00:00:00.0,4530,COMPLETE
8,2013-07-25 00:00:00.0,2911,PROCESSING
9,2013-07-25 00:00:00.0,5657,PENDING_PAYMENT
10,2013-07-25 00:00:00.0,5648,PENDING_PAYMENT
11,2013-07-25 00:00:00.0,918,PAYMENT_REVIEW
12,2013-07-25 00:00:00.0,1837,CLOSED
13,2013-07-25 00:00:00.0,9149,PENDING_PAYMENT
14,2013-07-25 00:00:00.0,9842,PROCESSING
15,2013-07-25 00:00:00.0,2568,COMPLETE
16,2013-07-25 00:00:00.0,7276,PENDING_PAYMENT
17,2013-07-25 00:00:00.0,2667,COMPLETE
18,2013-07-25 00:00:00.0,1205,CLOSED
19,2013-07-25 00:00:00.0,9488,PENDING_PAYMENT
20,2013-07-25 00:00:00.0,9198,PROCESSING
21,2013-07-25 00:00:00.0,2711,PENDING
22,2013-07-25 00:00:00.0,333,COMPLETE
23,2013-07-25 00:00:00.0,4367,PENDING_PAYMENT
24,2013-07-25 00:00:00.0,11441,CLOSED
25,2013-07-25 00:00:00.0,9503,CLOSED
26,2013-07-25 00:00:00.0,7562,COMPLETE
27,2013-07-25 00:00:00.0,3241,PENDING_PAYMENT
28,2013-07-25 00:00:00.0,656,COMPLETE
29,2013-07-25 00:00:00.0,196,PROCESSING
30,2013-07-25 00:00:00.0,10039,PENDING_PAYMENT
31,2013-07-25 00:00:00.0,6983,PAYMENT_REVIEW
32,2013-07-25 00:00:00.0,3960,COMPLETE
33,2013-07-25 00:00:00.0,5793,PENDING_PAYMENT
34,2013-07-25 00:00:00.0,4189,PROCESSING
35,2013-07-25 00:00:00.0,4840,COMPLETE
36,2013-07-25 00:00:00.0,5649,PENDING
37,2013-07-25 00:00:00.0,5863,CLOSED
38,2013-07-25 00:00:00.0,11586,PROCESSING
39,2013-07-25 00:00:00.0,8214,PENDING
40,2013-07-25 00:00:00.0,12092,PENDING_PAYMENT
41,2013-07-25 00:00:00.0,8136,PENDING_PAYMENT
42,2013-07-25 00:00:00.0,9776,PENDING
43,2013-07-25 00:00:00.0,7776,PENDING_PAYMENT
44,2013-07-25 00:00:00.0,10500,PENDING
45,2013-07-25 00:00:00.0,2636,COMPLETE
46,2013-07-25 00:00:00.0,1549,ON_HOLD
